id,source,year,title,decision,reason,doi
603,savedrecs,2025,Reducing the Emotional Distress of Content Moderators through LLM-based Target Substitution in Implicit and Explicit Hate-Speech,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3733712
604,savedrecs,2025,Characterizing authoritative oncology-related key opinion leaders on Weibo: A social media profiling study,EXCLUDE,"EC2 – web/social platform context (social media, sentiment analysis)",10.1016/j.apjon.2025.100742
605,savedrecs,2026,AugMMRev: An LLM-Augmented Multimodal Ranking Model for Personalized Image Material Retrieval,UNCERTAIN,no built environment context detected,10.1109/TCE.2026.3652186
606,savedrecs,2023,Differentiable User Models,UNCERTAIN,no built environment context detected,
607,savedrecs,2022,Towards Adaptive Coaching in Piloting Tasks: Learning Pilots' Behavioral Profiles from Flight Data,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1007/978-3-031-09680-8\_10
608,savedrecs,2025,The method of determining the user demand of home broadband services based on data mining and marketing strategies,UNCERTAIN,no built environment context detected,10.1007/s10708-025-11366-w
609,savedrecs,2023,Modelling Student Knowledge in Blended Learning,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3563359.3597412
610,savedrecs,2025,VitaStress: A Multimodal Dataset for Stress Detection,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3716553.3754337
611,savedrecs,2025,The Kimono Era Has Long Passed: Generative AI-Assisted Reminiscence Therapy for Individuals with Late-Stage Dementia,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3733691
612,savedrecs,2023,Under the Hood of Social Media Advertising: How Do We Use AI Responsibly for Advertising Targeting and Creative Evaluation,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3539597.3575791
613,savedrecs,2025,Multimodal LLMs Can Reason about Aesthetics in Zero-Shot,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746027.3754961
614,savedrecs,2024,Modelling Patient-Therapist Collaboration for Brain Injury Rehabilitation in Virtual Reality,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3631700.3665239
615,savedrecs,2025,A Dynamic Bayesian Network Based Framework for Multimodal Context-Aware Interactions,UNCERTAIN,no built environment context detected,10.1145/3708359.3712070
616,savedrecs,2025,The Potential of AutoML for Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3734173
617,savedrecs,2026,Defending against Topological Information Probing for Online Decentralized Web Services,UNCERTAIN,no built environment context detected,10.32604/cmc.2025.073155
618,savedrecs,2026,Personally speaking: Developing and evaluating an ontology of dimensions of meaning for self-disclosure with a conversational assistant,UNCERTAIN,no built environment context detected,10.1371/journal.pone.0341640
619,savedrecs,2026,From Identification to Obfuscation: A Survey of Cross-Network Mapping and Anti-Mapping Methods,UNCERTAIN,no built environment context detected,10.32604/cmc.2025.073175
620,savedrecs,2024,Examining urban delivery service user profiles and determinants of drone delivery adoption in Ghana considering usage before and after the COVID-19 pandemic,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1016/j.tranpol.2023.12.004
621,savedrecs,2022,Theory-based habit modeling for enhancing behavior prediction in behavior change support systems,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1007/s11257-022-09326-x
622,savedrecs,2023,Influence of Device Performance and Agent Advice on User Trust and Behaviour in a Care-taking Scenario,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1007/s11257-023-09357-y
623,savedrecs,2022,An adaptive Metalearner-based flow: a tool for reducing anxiety and increasing self-regulation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1007/s11257-022-09330-1
624,savedrecs,2026,EqStruct-GNN: toward fair recommendation via debiased graph structure learning,UNCERTAIN,no built environment context detected,10.1108/IJICC-07-2025-0392
625,savedrecs,2024,Exploring raw data transformations on inertial sensor data to model user expertise when learning psychomotor skills,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1007/s11257-024-09393-2
